mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lstm_units,param_lr,param_fc_dim,param_epochs,param_dropout,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.362903022766114,2.410906412227056,0.0064753532409667965,0.001354231545550385,32,0.001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-5.999735435602278,-5.052014122500046,-4.526501389191459,-2.724293444314853,-2.304396263288865,-4.121388130979501,1.4008356859829674,17
11.558137273788452,5.2374444693707245,0.006468582153320313,0.0013895406354781155,32,0.0001,16,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-5.1393278539503635,-4.6400278905413135,-3.529232714748933,-2.5816777293333844,-2.4296242421925967,-3.6639780861533184,1.0809708550717463,2
7.851339530944824,2.379500796643344,0.01654782295227051,0.004601870279490092,128,0.0001,16,200,0.3,32,"{'lstm_units': 128, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-4.836849522024611,-4.610833554859198,-3.2852423072501242,-3.1580058080753624,-2.4899209929312276,-3.6761704370281043,0.8999197976655098,3
10.213956069946288,4.079470381188776,0.006585454940795899,0.001307805684837141,32,0.0001,32,100,0.1,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 32}",-6.648078053636413,-4.768576771171789,-3.6414242024203984,-2.5368708306827896,-2.4174062753143932,-4.002471226645158,1.5733355371732367,13
5.295257472991944,2.599584081678092,0.006474351882934571,0.0013716374117430812,32,0.0001,64,100,0.1,64,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-5.022318666258814,-4.695483092938833,-3.961035252935139,-4.985704664254623,-2.3160163608109863,-4.196111607439679,1.014442330424506,19
8.789222002029419,2.7257430346847467,0.0064909934997558595,0.001405482384379672,32,0.0001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-5.614777594862788,-4.701276146266317,-3.692052927044419,-2.5167154780999876,-2.3282939776731095,-3.770623224789324,1.2590307213802843,7
4.089247226715088,1.568241286725654,0.0064679145812988285,0.001366389724166503,32,0.0005,16,100,0.2,64,"{'lstm_units': 32, 'lr': 0.0005, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.2, 'batch_size': 64}",-5.707138704340261,-4.6354411309899515,-3.5790727225984234,-2.5896718489395876,-2.3728706264840698,-3.7768390066704582,1.2556161122559495,8
4.0704381465911865,1.1407256733840145,0.007859182357788087,0.0017422938985656134,64,0.001,16,200,0.1,64,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.1, 'batch_size': 64}",-6.377575479944746,-4.67444725074605,-3.7032368637730757,-2.7209050816154456,-2.5527844995545235,-4.005789835126768,1.4089827195469433,14
4.753312063217163,1.1695142768858569,0.016491460800170898,0.004550331929568767,128,0.0005,64,200,0.2,64,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 64, 'epochs': 200, 'dropout': 0.2, 'batch_size': 64}",-6.750955877566063,-4.994734508320433,-3.305625539004739,-2.5134503789248503,-2.3685722789856483,-3.986667716560347,1.6679273551534188,12
9.434044361114502,4.3373371599128205,0.006520318984985352,0.0014124212464757262,32,0.0001,32,200,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-5.594878459627634,-4.736521478637813,-3.6346894344605487,-2.4475437740649597,-2.407787142798213,-3.764284057917834,1.2559462638264847,6
