gas,config,model,n_train,n_test,n_features,R2_train,R2_test,RMSE,MAE,MBE,nRMSE,pearson_r,CEN_level,overfit_ratio,best_params,model_path
O3,B,LightGBM,17410,6271,13,0.9499936844243144,-1.4102696491323743,31.143238360692468,28.18750842140929,27.824080504835045,222.76256754135144,0.7365193244280349,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 100, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",o3_b_lightgbm.joblib
O3,B,DNN,17410,6271,13,0.6978480906376983,-1.964110471993305,34.53648595658032,31.828749224983675,31.22660964041785,247.0339210213268,0.7067679613994975,Inaceptable,,"{'lr': 0.0005, 'hidden_dim_2': 64, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",o3_b_dnn.pt
O3,C,RF,17485,6324,8,0.6814178769991772,-1.6844268308493544,32.88111044066374,27.244241143566715,26.037129165576697,234.0240257974329,0.0689880817218194,Inaceptable,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5}",o3_c_rf.joblib
O3,C,LightGBM,17485,6324,8,0.6328455293415051,-3.5859721375734583,42.97702967712185,38.261381557464205,37.93818828968655,305.87949637545086,0.1107299002995025,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_lightgbm.joblib
O3,C,DNN,17485,6324,8,0.5713703698264037,-1.407549573815,31.139261570511703,25.848178914657684,24.036656417765645,221.62680199748567,0.2082172935056032,Inaceptable,,"{'lr': 0.001, 'hidden_dim_2': 16, 'hidden_dim_1': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 64}",o3_c_dnn.pt
PM2.5,A,RF,16848,6144,10,0.8695501322713711,0.7623878678485154,3.759783079969977,2.6640790484994894,-0.2415727082043908,38.07500781825537,0.8737172398431141,Marginal,1.140561345401877,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 10}",pm2.5_a_rf.joblib
PM2.5,A,LightGBM,16848,6144,10,0.759280617056325,0.7350244423882155,3.9703737493401183,2.753061202384219,-0.4813512829521755,40.207641859148985,0.8643774123586773,Marginal,1.0330005007579028,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_a_lightgbm.joblib
PM2.5,A,DNN,16848,6144,10,0.7127617523158372,0.754566327711729,3.821162932585232,2.7581024041282944,-0.5399421623636348,38.69659643613593,0.8734474586214855,Marginal,0.9445978784626304,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 64, 'epochs': 200, 'dropout': 0.3, 'batch_size': 128}",pm2.5_a_dnn.pt
PM2.5,B,RF,16848,6144,11,0.7416782252383631,0.7610937948552063,3.770007362710103,2.686558537560613,-0.1586991975016341,38.17854827178321,0.8730002467109015,Marginal,0.9744899120869368,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8, 'max_depth': 5}",pm2.5_b_rf.joblib
PM2.5,B,LightGBM,16848,6144,11,0.7719247643558729,0.7279602646594463,4.02295018863676,2.750051598758745,-0.7092470991134858,40.7400790489274,0.8640061924864406,Marginal,1.0603940926871798,"{'subsample': 0.8, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_lightgbm.joblib
PM2.5,B,DNN,16848,6144,11,0.6956187120918409,0.7563897597313639,3.8069419407061296,2.7259691594711817,-0.7241463109773273,38.55258164446755,0.8822592633161667,Marginal,0.9196564378910864,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",pm2.5_b_dnn.pt
PM2.5,C,RF,16848,6144,8,0.7370713322270668,0.7440582229999171,3.9021061000792745,2.7524331056415186,-0.1980249219315285,39.51630110250052,0.8639440161127095,Marginal,0.9906097526283892,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 5}",pm2.5_c_rf.joblib
PM2.5,C,LightGBM,16848,6144,8,0.7397249369335823,0.7280838511064316,4.022036280601729,2.7828493038483244,-0.4906708865595933,40.73082397893032,0.8584066395234904,Marginal,1.015988660934397,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_c_lightgbm.joblib
PM2.5,C,DNN,16848,6144,8,0.7102526399024769,0.7687409381893722,3.709179605014258,2.682526158324132,-0.4524631010523687,37.56255067283271,0.8787389454768488,Marginal,0.9239167639170438,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 64, 'epochs': 200, 'dropout': 0.1, 'batch_size': 32}",pm2.5_c_dnn.pt
NO2,A,XGBoost,18181,5174,12,0.7881039747543612,0.438140671881629,7.917393697047334,6.204008984906728,-4.984070712662038,41.04582467555583,0.8129581107536987,Marginal,1.7987464422551502,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",no2_a_xgboost.joblib
NO2,A,LSTM,18181,5174,12,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_a_lstm.pt
NO2,B,XGBoost,18100,5174,13,0.7845542923952403,0.4678738392397445,7.705055095845535,6.053510345756477,-4.290188530461872,39.94500623324038,0.7999600797899128,Marginal,1.676850096320997,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",no2_b_xgboost.joblib
NO2,B,LSTM,18100,5174,13,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_b_lstm.pt
NO2,C,XGBoost,18100,5177,8,0.639361997513046,0.4504223575082432,7.830385166309065,5.9674288116552345,-4.0907221320515,40.60689512079225,0.7754263147991071,Marginal,1.419472161750641,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_c_xgboost.joblib
NO2,C,LSTM,18100,5177,8,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_c_lstm.pt
CO,A,XGBoost,17409,6271,12,0.8019561419117854,0.7580322242977069,45.39821349452579,31.422230510512627,-17.651626251934925,33.013790120753676,0.901971164351276,Marginal,1.0579446575042013,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_a_xgboost.joblib
CO,A,LSTM,17409,6271,12,0.8072760286352831,0.3473835538733794,72.90361115648618,53.72309689138657,-48.932936103197974,51.02193855508032,0.8049829004346121,Inaceptable,2.3238752083512098,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",co_a_lstm.pt
CO,B,XGBoost,17409,6271,13,0.8257223399036898,0.7918024765236453,42.111215431422785,27.922383317582263,-2.955576157011679,30.623469977524,0.8951984095096798,Marginal,1.0428387942520303,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_b_xgboost.joblib
CO,B,LSTM,17409,6271,13,0.8336077881893033,0.45606313856335456,66.55708293452355,50.98567334263262,-43.75331735635729,46.58029063336072,0.8408236670173947,Marginal,1.8278341696617992,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",co_b_lstm.pt
CO,C,XGBoost,17484,6328,8,0.7105677339389233,0.7164313168549655,49.127971485298055,33.645682409873295,-2.0125362326085825,35.9194224502151,0.8480369089542845,Marginal,0.9918155686691884,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_c_xgboost.joblib
CO,C,LSTM,17484,6328,8,0.8056406281721236,0.730090274119011,46.46689164070009,31.30928154543216,-10.268404762076019,34.04485136065228,0.8683534086178402,Marginal,1.1034808389199242,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",co_c_lstm.pt
O3,A,XGBoost,17410,6271,12,0.9511398739040552,-0.3014090459258705,22.884312214349464,18.71689553088308,17.482101691527447,163.68779913782373,0.678139139789511,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",o3_a_xgboost.joblib
O3,A,LSTM,17410,6271,12,0.9089373530436866,0.2328994161884511,16.698424197520257,12.144139989940099,7.850391159687061,120.2958126272939,0.6429935833432227,Inaceptable,3.902703441335455,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",o3_a_lstm.pt
O3,B,XGBoost,17410,6271,13,0.9338516557361328,-0.4839382075869578,24.43649209171644,20.143895699633266,19.083334854441823,174.7902917804867,0.6625288109454835,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",o3_b_xgboost.joblib
O3,B,LSTM,17410,6271,13,0.9262356542846306,0.23454112689668682,16.680546056359404,12.44429449868555,9.551265251308742,120.1670181078967,0.7062781374687939,Inaceptable,3.949139609500677,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",o3_b_lstm.pt
O3,C,XGBoost,17485,6324,8,0.6447290878314377,-1.9717626640485104,34.59614840668036,29.079618473467875,28.15263860311976,246.23042892140688,0.0645280882642651,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_xgboost.joblib
O3,C,LSTM,17485,6324,8,0.46647209585270477,-1.8626812032027131,32.89791009765461,26.774917862823756,25.026205911959043,226.23754919093204,-0.06568455643764227,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",o3_c_lstm.pt
PM2.5,A,XGBoost,16848,6144,10,0.7340833017551813,0.7374976846437495,3.9518008710051262,2.707716882772123,-0.5293620014563203,40.0195558784498,0.8635149777048148,Marginal,0.9953703137519442,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_a_xgboost.joblib
PM2.5,A,LSTM,16848,6144,10,0.7629491089776026,0.7275910692592438,4.070910557788955,2.794948726555722,-1.201076786144305,41.40057708068488,0.8869903588932803,Marginal,1.0485960331458668,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_a_lstm.pt
PM2.5,B,XGBoost,16848,6144,11,0.7340505401330797,0.7399287183288143,3.933459495369685,2.7048796555221393,-0.5010665279308645,39.83381430616671,0.864620774454481,Marginal,0.9920557507093236,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_xgboost.joblib
PM2.5,B,LSTM,16848,6144,11,0.7916579497682459,0.737137739572526,3.9989411130099604,2.8459346514605617,-0.4022677290374361,40.66865813927607,0.8756428450593722,Marginal,1.073962038936355,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_b_lstm.pt
PM2.5,C,XGBoost,16848,6144,8,0.7502150986316016,0.7266744848509488,4.032446100121118,2.7554964684532024,-0.5835536267259158,40.83624334785586,0.8656026106381051,Marginal,1.0323949915284028,"{'subsample': 0.6, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_c_xgboost.joblib
PM2.5,C,LSTM,16848,6144,8,0.7738693099673086,0.727214876229475,4.073720524059113,2.808376659107747,-1.2865001053712461,41.42915403503217,0.8815338412758961,Marginal,1.0641549496068226,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_c_lstm.pt
