gas,config,model,n_train,n_test,n_features,R2_train,R2_test,RMSE,MAE,MBE,nRMSE,pearson_r,CEN_level,overfit_ratio,best_params,model_path,source_table
CO,A,LightGBM,17409,6271,12,0.7907148475124346,0.6742869994303275,52.67172521051968,39.67823742821701,-29.07358093477607,38.30312136859276,0.8859724018522604,Marginal,1.1726680896717143,"{'subsample': 0.8, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",co_a_lightgbm.joblib,tabla_maestra_resultados.csv
CO,A,DNN,17409,6271,12,0.6590631279974577,0.6823522315153052,52.01551480528853,36.5573415322781,-25.156316839217904,37.825922137042205,0.889240328677489,Marginal,0.9658693817617784,"{'lr': 0.0001, 'hidden_dim_2': 32, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.2, 'batch_size': 128}",co_a_dnn.pt,tabla_maestra_resultados.csv
CO,B,RF,17409,6271,13,0.9783932175509964,0.776520597276416,43.62935049655503,29.42481337109581,-10.943889402929123,31.727464794881204,0.8953461024103252,Marginal,1.2599707219391636,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 20}",co_b_rf.joblib,tabla_maestra_resultados.csv
CO,B,LightGBM,17409,6271,13,0.8127267357582242,0.7474666796352512,46.37878224007634,32.31734219485036,-8.807034354791215,33.726864232546205,0.8702234534347922,Marginal,1.0873083147396196,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",co_b_lightgbm.joblib,tabla_maestra_resultados.csv
CO,B,DNN,17409,6271,13,0.7420462523855993,0.8154375065991974,39.64895278626895,27.420110641474967,2.169484457195679,28.832901231926055,0.9059307336460608,Aceptable,0.9099976961819204,"{'lr': 0.0001, 'hidden_dim_2': 32, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.2, 'batch_size': 128}",co_b_dnn.pt,tabla_maestra_resultados.csv
CO,C,RF,17484,6328,8,0.6954711647771492,0.7218378028074851,48.65738368996568,33.86876397099384,4.8605171182671,35.57535691464709,0.85195628060146,Marginal,0.9634729049548436,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 5}",co_c_rf.joblib,tabla_maestra_resultados.csv
CO,C,LightGBM,17484,6328,8,0.7373640541980072,0.6957888483737076,50.88470536487709,36.33680521924816,6.927055491249223,37.20384076518844,0.8426029455459019,Marginal,1.0597526188030677,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 200, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",co_c_lightgbm.joblib,tabla_maestra_resultados.csv
CO,C,DNN,17484,6328,8,0.669780020812814,0.7630453863021901,44.908886156399504,30.757544741257615,8.155185110040046,32.834680627981236,0.8952438296658253,Marginal,0.8777721913222603,"{'lr': 0.0005, 'hidden_dim_2': 16, 'hidden_dim_1': 128, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",co_c_dnn.pt,tabla_maestra_resultados.csv
O3,A,RF,17410,6271,12,0.9871105281379272,-0.0314331519947628,20.37283636043087,15.676618822618035,14.11037352342333,145.72361689519798,0.6825656486483694,Inaceptable,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 30}",o3_a_rf.joblib,tabla_maestra_resultados.csv
O3,A,LightGBM,17410,6271,12,0.9436103589636604,-1.4666811623083025,31.505578778863992,28.49651531888313,28.15329702229756,225.35433018790303,0.7336537572246775,Inaceptable,,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 15, 'n_estimators': 100, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",o3_a_lightgbm.joblib,tabla_maestra_resultados.csv
O3,A,DNN,17410,6271,12,0.6704258061235211,-1.2897858638577704,30.35487079639266,25.975302817666712,24.696288879054023,217.1235013416268,0.5966644692573561,Inaceptable,,"{'lr': 0.0001, 'hidden_dim_2': 32, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.2, 'batch_size': 128}",o3_a_dnn.pt,tabla_maestra_resultados.csv
O3,B,RF,17410,6271,13,0.9871592872370664,-0.0028917042280973,20.088984013990732,15.205560538781745,13.571986407225692,143.69326678313476,0.6764222041183968,Inaceptable,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.8, 'max_depth': 20}",o3_b_rf.joblib,tabla_maestra_resultados.csv
O3,B,LightGBM,17410,6271,13,0.9499936844243144,-1.4102696491323743,31.143238360692468,28.18750842140929,27.824080504835045,222.76256754135144,0.7365193244280349,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 100, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",o3_b_lightgbm.joblib,tabla_maestra_resultados.csv
O3,B,DNN,17410,6271,13,0.6978480906376983,-1.964110471993305,34.53648595658032,31.828749224983675,31.22660964041785,247.0339210213268,0.7067679613994975,Inaceptable,,"{'lr': 0.0005, 'hidden_dim_2': 64, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",o3_b_dnn.pt,tabla_maestra_resultados.csv
O3,C,RF,17485,6324,8,0.6814178769991772,-1.6844268308493544,32.88111044066374,27.244241143566715,26.037129165576697,234.0240257974329,0.0689880817218194,Inaceptable,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5}",o3_c_rf.joblib,tabla_maestra_resultados.csv
O3,C,LightGBM,17485,6324,8,0.6328455293415051,-3.5859721375734583,42.97702967712185,38.261381557464205,37.93818828968655,305.87949637545086,0.1107299002995025,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_lightgbm.joblib,tabla_maestra_resultados.csv
O3,C,DNN,17485,6324,8,0.5713703698264037,-1.407549573815,31.139261570511703,25.848178914657684,24.036656417765645,221.62680199748567,0.2082172935056032,Inaceptable,,"{'lr': 0.001, 'hidden_dim_2': 16, 'hidden_dim_1': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 64}",o3_c_dnn.pt,tabla_maestra_resultados.csv
PM2.5,A,RF,16848,6144,10,0.8695501322713711,0.7623878678485154,3.759783079969977,2.6640790484994894,-0.2415727082043908,38.07500781825537,0.8737172398431141,Marginal,1.140561345401877,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 10}",pm2.5_a_rf.joblib,tabla_maestra_resultados.csv
PM2.5,A,LightGBM,16848,6144,10,0.759280617056325,0.7350244423882155,3.9703737493401183,2.753061202384219,-0.4813512829521755,40.207641859148985,0.8643774123586773,Marginal,1.0330005007579028,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_a_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,A,DNN,16848,6144,10,0.7127617523158372,0.754566327711729,3.821162932585232,2.7581024041282944,-0.5399421623636348,38.69659643613593,0.8734474586214855,Marginal,0.9445978784626304,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 64, 'epochs': 200, 'dropout': 0.3, 'batch_size': 128}",pm2.5_a_dnn.pt,tabla_maestra_resultados.csv
PM2.5,B,RF,16848,6144,11,0.7416782252383631,0.7610937948552063,3.770007362710103,2.686558537560613,-0.1586991975016341,38.17854827178321,0.8730002467109015,Marginal,0.9744899120869368,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8, 'max_depth': 5}",pm2.5_b_rf.joblib,tabla_maestra_resultados.csv
PM2.5,B,LightGBM,16848,6144,11,0.7719247643558729,0.7279602646594463,4.02295018863676,2.750051598758745,-0.7092470991134858,40.7400790489274,0.8640061924864406,Marginal,1.0603940926871798,"{'subsample': 0.8, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,B,DNN,16848,6144,11,0.6956187120918409,0.7563897597313639,3.8069419407061296,2.7259691594711817,-0.7241463109773273,38.55258164446755,0.8822592633161667,Marginal,0.9196564378910864,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",pm2.5_b_dnn.pt,tabla_maestra_resultados.csv
PM2.5,C,RF,16848,6144,8,0.7370713322270668,0.7440582229999171,3.9021061000792745,2.7524331056415186,-0.1980249219315285,39.51630110250052,0.8639440161127095,Marginal,0.9906097526283892,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 5}",pm2.5_c_rf.joblib,tabla_maestra_resultados.csv
PM2.5,C,LightGBM,16848,6144,8,0.7397249369335823,0.7280838511064316,4.022036280601729,2.7828493038483244,-0.4906708865595933,40.73082397893032,0.8584066395234904,Marginal,1.015988660934397,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_c_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,C,DNN,16848,6144,8,0.7102526399024769,0.7687409381893722,3.709179605014258,2.682526158324132,-0.4524631010523687,37.56255067283271,0.8787389454768488,Marginal,0.9239167639170438,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 64, 'epochs': 200, 'dropout': 0.1, 'batch_size': 32}",pm2.5_c_dnn.pt,tabla_maestra_resultados.csv
NO2,A,XGBoost,18181,5174,12,0.7881039747543612,0.438140671881629,7.917393697047334,6.204008984906728,-4.984070712662038,41.04582467555583,0.8129581107536987,Marginal,1.7987464422551502,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",no2_a_xgboost.joblib,tabla_maestra_resultados.csv
NO2,A,LSTM,18181,5174,12,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_a_lstm.pt,tabla_maestra_resultados.csv
NO2,B,XGBoost,18100,5174,13,0.7845542923952403,0.4678738392397445,7.705055095845535,6.053510345756477,-4.290188530461872,39.94500623324038,0.7999600797899128,Marginal,1.676850096320997,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",no2_b_xgboost.joblib,tabla_maestra_resultados.csv
NO2,B,LSTM,18100,5174,13,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_b_lstm.pt,tabla_maestra_resultados.csv
NO2,C,XGBoost,18100,5177,8,0.639361997513046,0.4504223575082432,7.830385166309065,5.9674288116552345,-4.0907221320515,40.60689512079225,0.7754263147991071,Marginal,1.419472161750641,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_c_xgboost.joblib,tabla_maestra_resultados.csv
NO2,C,LSTM,18100,5177,8,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_c_lstm.pt,tabla_maestra_resultados.csv
CO,A,XGBoost,17409,6271,12,0.8019561419117854,0.7580322242977069,45.39821349452579,31.422230510512627,-17.651626251934925,33.013790120753676,0.901971164351276,Marginal,1.0579446575042013,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_a_xgboost.joblib,tabla_maestra_resultados.csv
CO,B,XGBoost,17409,6271,13,0.8257223399036898,0.7918024765236453,42.111215431422785,27.922383317582263,-2.955576157011679,30.623469977524,0.8951984095096798,Marginal,1.0428387942520303,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_b_xgboost.joblib,tabla_maestra_resultados.csv
CO,C,XGBoost,17484,6328,8,0.7105677339389233,0.7164313168549655,49.127971485298055,33.645682409873295,-2.0125362326085825,35.9194224502151,0.8480369089542845,Marginal,0.9918155686691884,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_c_xgboost.joblib,tabla_maestra_resultados.csv
O3,A,XGBoost,17410,6271,12,0.9511398739040552,-0.3014090459258705,22.884312214349464,18.71689553088308,17.482101691527447,163.68779913782373,0.678139139789511,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",o3_a_xgboost.joblib,tabla_maestra_resultados.csv
O3,B,XGBoost,17410,6271,13,0.9338516557361328,-0.4839382075869578,24.43649209171644,20.143895699633266,19.083334854441823,174.7902917804867,0.6625288109454835,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",o3_b_xgboost.joblib,tabla_maestra_resultados.csv
O3,C,XGBoost,17485,6324,8,0.6447290878314377,-1.9717626640485104,34.59614840668036,29.079618473467875,28.15263860311976,246.23042892140688,0.0645280882642651,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,A,XGBoost,16848,6144,10,0.7340833017551813,0.7374976846437495,3.9518008710051262,2.707716882772123,-0.5293620014563203,40.0195558784498,0.8635149777048148,Marginal,0.9953703137519442,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_a_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,B,XGBoost,16848,6144,11,0.7340505401330797,0.7399287183288143,3.933459495369685,2.7048796555221393,-0.5010665279308645,39.83381430616671,0.864620774454481,Marginal,0.9920557507093236,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,C,XGBoost,16848,6144,8,0.7502150986316016,0.7266744848509488,4.032446100121118,2.7554964684532024,-0.5835536267259158,40.83624334785586,0.8656026106381051,Marginal,1.0323949915284028,"{'subsample': 0.6, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_c_xgboost.joblib,tabla_maestra_resultados.csv
NO2_alpha,A,RF,16813,5185,8,0.7584615858612536,0.2406622384566372,9.209872010396996,6.806880114072313,-5.042508127094278,48.07858221836231,0.7161423833985139,Inaceptable,3.1515604222966367,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",no2_alpha_a_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,A,LightGBM,16813,5185,8,0.6302122953831288,-0.023495103844896,10.692493150440695,8.302677186635881,-7.501899044271858,55.81835561584304,0.7010053518170595,Inaceptable,,"{'subsample': 0.8, 'reg_lambda': 0.0, 'reg_alpha': 0.1, 'num_leaves': 15, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_alpha_a_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,A,DNN,16813,5185,8,0.5829580186554665,0.2365243694014707,9.234931654470376,7.00580352045646,-4.769626940908404,48.20940186021886,0.6816078340088095,Inaceptable,2.4646848023764,"{'lr': 0.005, 'hidden_dim_2': 32, 'hidden_dim_1': 64, 'epochs': 300, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_a_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,B,RF,16813,5185,9,0.7622768517609487,0.134797208330249,9.83094014717298,7.193796980184766,-5.812991311842504,51.320763591076314,0.7149431931087676,Inaceptable,5.654989900780393,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",no2_alpha_b_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,LightGBM,16813,5185,9,0.565532097090744,-0.40381560032245,12.52250253176454,9.753454918435049,-9.273781688700126,65.37161068833781,0.6646105534330886,Inaceptable,,"{'subsample': 0.8, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",no2_alpha_b_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,DNN,16813,5185,9,0.6017993633134804,0.2416214255958018,9.204053267574809,7.001806472770963,-4.598618067646671,48.048206453653705,0.6654697327288995,Inaceptable,2.4906705265459568,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 64, 'epochs': 200, 'dropout': 0.1, 'batch_size': 32}",no2_alpha_b_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,C,RF,16813,5185,8,0.7614681168462948,-0.0353778220270444,10.754383642047756,7.825029904231316,-6.606440377430766,56.14144448026002,0.6696836111679961,Inaceptable,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10}",no2_alpha_c_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,LightGBM,16813,5185,8,0.601832092637707,-0.4668424921698701,12.800526621534903,9.57935067234154,-8.900130181833864,66.82298851895476,0.5660973206633191,Inaceptable,,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 200, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_c_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,DNN,16813,5185,8,0.6013830228164565,0.0820090357472251,10.12640515093477,7.676856397924912,-6.276499595421375,52.86318876918664,0.6724062247498599,Inaceptable,7.333131249952596,"{'lr': 0.005, 'hidden_dim_2': 32, 'hidden_dim_1': 64, 'epochs': 300, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_c_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,A,XGBoost,16813,5185,8,0.6203747418479904,0.2347809937788224,9.245469498512794,6.871654731829576,-5.281660154070436,48.2644128962708,0.7078826464424809,Inaceptable,2.6423550384679775,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_alpha_a_xgboost.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,XGBoost,16813,5185,9,0.627555965542482,0.1011956564332656,10.02002205058814,7.362839084301528,-6.153750733345202,52.307833751127134,0.7062784280794434,Inaceptable,6.201412073020438,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_alpha_b_xgboost.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,XGBoost,16813,5185,8,0.6149544314026947,-0.2353162116215033,11.7469512506361,8.533044252855452,-7.599922587018578,61.322976137043696,0.5741603863085439,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_alpha_c_xgboost.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,A,LSTM,16813,5185,8,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_a_lstm.pt,tabla_maestra_no2alpha_lstm.csv
NO2_alpha,B,LSTM,16813,5185,9,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_b_lstm.pt,tabla_maestra_no2alpha_lstm.csv
NO2_alpha,C,LSTM,16813,5185,8,,,,,,,,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_c_lstm.pt,tabla_maestra_no2alpha_lstm.csv
PM2.5,A,LSTM,16848,6144,10,0.7700491900820333,0.7492773073629578,3.9055096159595672,2.7519988370480513,-0.5297521824217112,39.718473201413055,0.8735434922529668,Marginal,1.0277225568090151,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_a_lstm_v6.pt,tabla_maestra_lstm_v6.csv
PM2.5,B,LSTM,16848,6144,11,0.7743971651820587,0.7566964933923002,3.8472913310977743,2.7136960011291302,-0.3398175938528473,39.12640158605558,0.8766342702604417,Marginal,1.0233920362316016,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 64, 'epochs': 200, 'dropout': 0.2, 'batch_size': 64}",pm2.5_b_lstm_v6.pt,tabla_maestra_lstm_v6.csv
