node,gas,method,model,config,basis,period,ref_col,pred_col,clip_zero,source_table,orig_R2_test,repro_diff,n,n_scored,R2,RMSE,MAE,MBE,nRMSE,pearson_r,CEN_level
5,PM2.5,ml,XGBoost,C,intersection,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_resultados.csv,0.5995626044700328,,18815,18815,0.6907181213415634,3.0434316754181125,2.14074966000839,0.15800717762103905,32.85302583678057,0.8315963992208956,Marginal
5,PM2.5,ml,LSTM,C,own,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_resultados.csv,0.4449903851517638,-6.1856229027767995e-09,3703,1907,0.4449903789661409,4.257785427872653,3.1504372277682404,1.624070262308826,44.22679236861021,0.7340738834998263,Marginal
5,PM2.5,ml,LSTM,C,intersection,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_resultados.csv,0.4449903851517638,,3701,1907,0.4449903789661409,4.257785427872653,3.1504372277682404,1.624070262308826,44.22679236861021,0.7340738834998263,Marginal
5,PM2.5,ml,LSTM,C,own,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_resultados.csv,0.4449903851517638,,18817,13138,0.6800304443504905,3.1700464067080865,2.1626283583493695,0.2838188482212828,34.1733359245533,0.8261933623083931,Marginal
5,PM2.5,ml,LSTM,C,intersection,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_resultados.csv,0.4449903851517638,,18815,13138,0.6800304443504905,3.1700464067080865,2.1626283583493695,0.2838188482212828,34.1733359245533,0.8261933623083931,Marginal
5,PM2.5,ml,LSTM_v6,A,own,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4391047060391568,-1.878685811751435e-06,3701,1907,0.43910282735334505,4.280309182907219,3.2065084649432563,1.4126442572679205,44.46075282860758,0.7081099971283511,Marginal
5,PM2.5,ml,LSTM_v6,A,intersection,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4391047060391568,,3701,1907,0.43910282735334505,4.280309182907219,3.2065084649432563,1.4126442572679205,44.46075282860758,0.7081099971283511,Marginal
5,PM2.5,ml,LSTM_v6,A,own,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4391047060391568,,18815,13138,0.7165534393711741,2.9836432000211404,2.0467063116689745,-0.02618887468385341,32.163895499313014,0.8467382746874337,Marginal
5,PM2.5,ml,LSTM_v6,A,intersection,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4391047060391568,,18815,13138,0.7165534393711741,2.9836432000211404,2.0467063116689745,-0.02618887468385341,32.163895499313014,0.8467382746874337,Marginal
5,PM2.5,ml,LSTM_v6,B,own,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.3833564571856985,-2.4119486292495385e-05,3701,1907,0.383332337699406,4.488064635989252,3.336066870396839,1.764983296956951,46.61876605932514,0.714345621648818,Inaceptable
5,PM2.5,ml,LSTM_v6,B,intersection,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.3833564571856985,,3701,1907,0.383332337699406,4.488064635989252,3.336066870396839,1.764983296956951,46.61876605932514,0.714345621648818,Inaceptable
5,PM2.5,ml,LSTM_v6,B,own,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.3833564571856985,,18815,13138,0.6263443292815365,3.4256822679327548,2.273388717939981,0.5660905440587906,36.929109512443716,0.7978581705036166,Marginal
5,PM2.5,ml,LSTM_v6,B,intersection,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.3833564571856985,,18815,13138,0.6263443292815365,3.4256822679327548,2.273388717939981,0.5660905440587906,36.929109512443716,0.7978581705036166,Marginal
5,PM2.5,ml,LSTM_v6,C,own,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4543415577408785,8.869438046565925e-06,3703,1907,0.45435042717892504,4.221729714167288,3.1469738207128453,1.557934265706823,43.85227171914057,0.7319199481706501,Marginal
5,PM2.5,ml,LSTM_v6,C,intersection,test,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4543415577408785,,3701,1907,0.45435042717892504,4.221729714167288,3.1469738207128453,1.557934265706823,43.85227171914057,0.7319199481706501,Marginal
5,PM2.5,ml,LSTM_v6,C,own,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4543415577408785,,18817,13138,0.7188423358801679,2.971571976820302,2.050464933458248,0.1952594405422655,32.03376681583708,0.8486912964555255,Marginal
5,PM2.5,ml,LSTM_v6,C,intersection,full,pm2_5_high_met_one_ug_m3,-,False,tabla_maestra_lstm_v6.csv,0.4543415577408785,,18815,13138,0.7188423358801679,2.971571976820302,2.050464933458248,0.1952594405422655,32.03376681583708,0.8486912964555255,Marginal
5,CO,ols_train_only,-,-,own,test,co_mid_alphasense_ug_m3_aan803,c_hat_ols_CO,False,-,,,7836,7836,0.11024386441240097,68.14464915884385,45.686019584554245,-17.442462138756056,38.005740129780804,0.41528408603283595,Inaceptable
5,CO,ols_train_only,-,-,configA,test,co_mid_alphasense_ug_m3_aan803,c_hat_ols_CO,False,-,,,7094,7094,0.08817572035205112,70.74337560791864,47.69850273613658,-19.980130582538692,38.70054761224574,0.4050493137645961,Inaceptable
5,CO,ols_train_only,-,-,intersection,test,co_mid_alphasense_ug_m3_aan803,c_hat_ols_CO,False,-,,,7094,7094,0.08817572035205112,70.74337560791864,47.69850273613658,-19.980130582538692,38.70054761224574,0.4050493137645961,Inaceptable
5,CO,ols_s6_full_period,-,-,own,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_ols,False,-,,,7836,7836,0.31979668540008965,59.582076684539814,41.55439486756849,-4.940091322455837,33.230208839829494,0.6202984583359541,Inaceptable
5,CO,ols_s6_full_period,-,-,configA,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_ols,False,-,,,7094,7094,0.30725536460084046,61.66188378813751,43.03741392787298,-7.181363707498388,33.73246821906622,0.6127531747722579,Inaceptable
5,CO,ols_s6_full_period,-,-,intersection,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_ols,False,-,,,7094,7094,0.30725536460084046,61.66188378813751,43.03741392787298,-7.181363707498388,33.73246821906622,0.6127531747722579,Inaceptable
5,CO,manufacturer_curve,-,-,own,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_curvas_fabricante,False,-,,,7836,7836,-355.01256807126714,1363.1038018532172,1209.738244710239,1209.738244710239,760.2323807169564,0.615434346709225,Inaceptable
5,CO,manufacturer_curve,-,-,configA,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_curvas_fabricante,False,-,,,7094,7094,-349.7999332324266,1387.5861418211714,1222.1501658609727,1222.1501658609727,759.0865305221835,0.616082426684154,Inaceptable
5,CO,manufacturer_curve,-,-,intersection,test,co_mid_alphasense_ug_m3_aan803,co_low_mgsv2_ug_m3_curvas_fabricante,False,-,,,7094,7094,-349.7999332324266,1387.5861418211714,1222.1501658609727,1222.1501658609727,759.0865305221835,0.616082426684154,Inaceptable
5,CO,ols_train_only,-,-,own,full,co_mid_alphasense_ug_m3_aan803,c_hat_ols_CO,False,-,,,23226,23226,0.22138680636583852,69.60992574732305,49.8652767265674,-5.884746978355832,33.0716221043636,0.4805250456071676,Inaceptable
