gas,config,model,n_train,n_test,n_features,R2_train,R2_test,RMSE,MAE,MBE,nRMSE,pearson_r,CEN_level,overfit_ratio,best_params,model_path,source_table
CO,A,DNN,13391,7094,12,0.5964163490897902,-1.7408841387746996,122.65225622488089,105.70329868237694,95.28482733026584,67.09758250847513,0.3736680947490856,Inaceptable,,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",co_a_dnn.pt,tabla_maestra_resultados.csv
CO,B,RF,13391,7094,13,0.8608819996102848,0.5164742308781791,51.515748578978034,35.46289247077532,-12.58005089116492,28.18196988098003,0.7807942995617406,Marginal,1.6668440517283838,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",co_b_rf.joblib,tabla_maestra_resultados.csv
CO,B,LightGBM,13391,7094,13,0.833870378541298,0.4292066233763182,55.97185047388166,39.25946310134683,-4.442614617223081,30.619704609734377,0.6910419990492844,Marginal,1.942818058075912,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 127, 'n_estimators': 100, 'min_child_samples': 5, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",co_b_lightgbm.joblib,tabla_maestra_resultados.csv
CO,B,DNN,13391,7094,13,0.5902516225564116,-1.089801437904979,107.09833387850716,91.36719239926416,81.00797673340153,58.58872486420361,0.4700415305891091,Inaceptable,,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",co_b_dnn.pt,tabla_maestra_resultados.csv
CO,C,RF,15390,7836,8,0.4772826170459635,0.0496888712303146,70.4253755785621,45.6628301187888,-21.83132498795253,39.27775042970745,0.3774229142682768,Inaceptable,9.60542280853381,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5}",co_c_rf.joblib,tabla_maestra_resultados.csv
CO,C,LightGBM,15390,7836,8,0.4216318741572874,0.1221039958533903,67.68895358451405,47.8112504050372,-5.089333410850436,37.75158888254349,0.3645499250690281,Inaceptable,3.4530554975738763,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_c_lightgbm.joblib,tabla_maestra_resultados.csv
CO,C,DNN,15390,7836,8,0.4182520173609133,0.0721024064174551,69.58991217225126,47.73015603207577,-11.913724054696496,38.81179447424899,0.3162917444362933,Inaceptable,5.800805245518955,"{'lr': 0.005, 'hidden_dim_2': 32, 'hidden_dim_1': 64, 'epochs': 300, 'dropout': 0.3, 'batch_size': 32}",co_c_dnn.pt,tabla_maestra_resultados.csv
PM2.5,A,RF,15114,3701,10,0.7009705310148278,0.5653298266281879,3.926221477937628,2.762630987713422,0.9381892100524164,42.30630241315737,0.77082129759252,Marginal,1.2399319795236092,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5}",pm2.5_a_rf.joblib,tabla_maestra_resultados.csv
PM2.5,A,LightGBM,15114,3701,10,0.7140927902707587,0.5355917314766417,4.058306522510004,2.943524784947374,1.279147255632658,43.7295613585161,0.766842154806673,Marginal,1.3332782197775614,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 63, 'n_estimators': 100, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",pm2.5_a_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,A,DNN,15114,3701,10,0.7056292480369565,0.4374646002442349,4.4665253476818885,3.3198714376107903,1.8719575346498607,48.12825082764337,0.7647896265304341,Marginal,1.6129973662851946,"{'lr': 0.005, 'hidden_dim_2': 64, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.2, 'batch_size': 128}",pm2.5_a_dnn.pt,tabla_maestra_resultados.csv
PM2.5,B,RF,15114,3701,11,0.7079764491713796,0.5850616521779539,3.8360712142919406,2.7119246416651066,0.929796565188042,41.33490425392166,0.7806715444700695,Marginal,1.2100886232004138,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5}",pm2.5_b_rf.joblib,tabla_maestra_resultados.csv
PM2.5,B,LightGBM,15114,3701,11,0.6703674598669259,0.5627652978486392,3.937786683866724,2.8593141966575697,1.2633380454299423,42.43092123618,0.7799628563969303,Marginal,1.191202553586073,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,B,DNN,15114,3701,11,0.6728821444684734,0.5216073540567985,4.118955706241486,3.0769467030432187,1.3364510395758151,44.38307586921635,0.7685006031780104,Marginal,1.2900165981846996,"{'lr': 0.0001, 'hidden_dim_2': 32, 'hidden_dim_1': 128, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",pm2.5_b_dnn.pt,tabla_maestra_resultados.csv
PM2.5,C,RF,15114,3703,8,0.7130442291511816,0.5797840303689652,3.859355846563982,2.718693980911923,0.7982032513016409,41.5852723617134,0.7758776867535038,Marginal,1.2298445486630802,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 5}",pm2.5_c_rf.joblib,tabla_maestra_resultados.csv
PM2.5,C,LightGBM,15114,3703,8,0.6980847906745911,0.5792303069091593,3.861897768453161,2.7762762940174137,1.0312937974024392,41.61266203975457,0.7826427069475853,Marginal,1.2051938276497534,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'num_leaves': 31, 'n_estimators': 100, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",pm2.5_c_lightgbm.joblib,tabla_maestra_resultados.csv
PM2.5,C,DNN,15114,3703,8,0.6603561839222256,0.5358923988262456,4.055906064468325,2.865021493027347,1.0282080358278098,43.70313727732704,0.7914233243592192,Marginal,1.2322551791527376,"{'lr': 0.005, 'hidden_dim_2': 32, 'hidden_dim_1': 128, 'epochs': 300, 'dropout': 0.2, 'batch_size': 64}",pm2.5_c_dnn.pt,tabla_maestra_resultados.csv
NO2,A,XGBoost,13668,7255,12,0.8108606831024806,0.3044229609740068,12.093512985891074,8.586435116321608,-6.23411182088083,54.934649963897854,0.7247275117422544,Inaceptable,2.663598962798723,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",no2_a_xgboost.joblib,tabla_maestra_resultados.csv
NO2,B,XGBoost,13577,7255,13,0.8117696068144536,0.3728387707331809,11.48337263421879,8.1718840333004,-5.772759941240412,52.16309411514901,0.7463041340300943,Inaceptable,2.1772671474539056,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",no2_b_xgboost.joblib,tabla_maestra_resultados.csv
NO2,C,XGBoost,14951,7971,8,0.455381856709197,0.1237983584703044,13.383294284623473,9.810655534481288,-7.426465735999603,61.79431141344581,0.7008741160185994,Inaceptable,3.67841595265118,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",no2_c_xgboost.joblib,tabla_maestra_resultados.csv
CO,A,XGBoost,13391,7094,12,0.9734665839225842,0.5701268377577746,48.57360858286802,34.76613351528432,-3.012914003937905,26.572456226550976,0.7956423857786858,Marginal,1.7074561649317996,"{'subsample': 0.8, 'reg_lambda': 0.0, 'reg_alpha': 1.0, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_a_xgboost.joblib,tabla_maestra_resultados.csv
CO,B,XGBoost,13391,7094,13,0.9690313695529512,0.4795775876865604,53.4451374703416,36.172777310367714,-14.61848973215942,29.237452546474945,0.7599062702793986,Marginal,2.020593527373688,"{'subsample': 1.0, 'reg_lambda': 0.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_b_xgboost.joblib,tabla_maestra_resultados.csv
CO,C,XGBoost,15390,7836,8,0.4250632777628481,0.1095971975028217,68.1694081259166,47.36373777902796,-7.786598654930243,38.019548739555226,0.3639959951072478,Inaceptable,3.878413750058749,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",co_c_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,A,XGBoost,15114,3701,10,0.7192859413469943,0.6078683289123752,3.729158430023819,2.63014078507453,0.8689886317707918,40.18288452999725,0.7940559521936188,Marginal,1.1832923466073195,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_a_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,B,XGBoost,15114,3701,11,0.7200108684233515,0.6186022494950483,3.677764682121834,2.576183065727768,0.7592763974839886,39.629100324723865,0.7979458771833399,Marginal,1.1639318625353867,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",pm2.5_b_xgboost.joblib,tabla_maestra_resultados.csv
PM2.5,C,XGBoost,15114,3703,8,0.7183847417282276,0.5995626044700328,3.767435809495576,2.635366388053596,0.7904457542466821,40.5948169777167,0.7932586445979425,Marginal,1.1981813681712594,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",pm2.5_c_xgboost.joblib,tabla_maestra_resultados.csv
O3,A,RF,13391,7094,12,0.979799940780887,-0.7733806199310127,23.40849206738148,20.718812451644883,19.65064851880549,73.70313232094499,0.7382832100850281,Inaceptable,,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': 20}",o3_a_rf.joblib,tabla_maestra_resultados.csv
O3,A,LightGBM,13391,7094,12,0.9133983029787932,-1.3646421957003487,27.030568305500942,25.183136857987407,24.850460984923664,85.10747069038067,0.8026873893240696,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 10, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",o3_a_lightgbm.joblib,tabla_maestra_resultados.csv
O3,A,DNN,13391,7094,12,0.7808402828472287,-3.000264704585637,35.15740600002596,30.475992024025324,29.1784114810228,110.69533821410975,0.4944860208664723,Inaceptable,,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",o3_a_dnn.pt,tabla_maestra_resultados.csv
O3,A,XGBoost,13391,7094,12,0.9339871245987864,-0.7449321478122826,23.21997410577153,20.866331419592026,20.179249811954698,73.10957147860549,0.7762433133639232,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",o3_a_xgboost.joblib,tabla_maestra_resultados.csv
O3,B,RF,13391,7094,13,0.9501812370183302,-0.6732351906875669,22.73793151318818,20.304040377973816,19.491976319113675,71.59182958890004,0.7582170911360703,Inaceptable,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10}",o3_b_rf.joblib,tabla_maestra_resultados.csv
O3,B,LightGBM,13391,7094,13,0.9318464082747128,-1.7731180078883613,29.27228565816585,27.37956251191532,27.01370862793086,92.16566094860102,0.7731903231417607,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 100, 'min_child_samples': 10, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",o3_b_lightgbm.joblib,tabla_maestra_resultados.csv
O3,B,DNN,13391,7094,13,0.8176486823542259,-6.968709497630614,49.621107884183225,45.04808248319259,44.57607936279109,156.2352273599035,0.4141913158504116,Inaceptable,,"{'lr': 0.0001, 'hidden_dim_2': 32, 'hidden_dim_1': 32, 'epochs': 200, 'dropout': 0.2, 'batch_size': 128}",o3_b_dnn.pt,tabla_maestra_resultados.csv
O3,B,XGBoost,13391,7094,13,0.9321064183634448,-1.0999002391913288,25.472512886516256,23.36196807020719,22.944624942629844,80.20183369427497,0.7950022599771284,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.8}",o3_b_xgboost.joblib,tabla_maestra_resultados.csv
O3,C,RF,14643,7836,8,0.775925038798219,-1.5433699644831154,27.65430659414656,22.05511517753488,20.91205076934151,85.63429223821714,0.0494809449386823,Inaceptable,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 5}",o3_c_rf.joblib,tabla_maestra_resultados.csv
O3,C,LightGBM,14643,7836,8,0.7233683564931586,-2.595417181223981,32.880063605917684,27.72191526217852,27.171059040446824,101.8163650588982,0.0481518602741339,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 20, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_lightgbm.joblib,tabla_maestra_resultados.csv
O3,C,DNN,14643,7836,8,0.4505566094515283,-4.508925296859689,40.699722291824834,29.948554085964943,26.41505912417172,126.03071065575446,0.0637405992014433,Inaceptable,,"{'lr': 0.0005, 'hidden_dim_2': 16, 'hidden_dim_1': 128, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",o3_c_dnn.pt,tabla_maestra_resultados.csv
O3,C,XGBoost,14643,7836,8,0.7857544864182482,-1.9769123096837864,29.91858331422916,24.34417616721481,23.28666243297158,92.6458487817027,0.044569700689974,Inaceptable,,"{'subsample': 0.8, 'reg_lambda': 0.1, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}",o3_c_xgboost.joblib,tabla_maestra_resultados.csv
NO2_alpha,A,RF,15528,7829,8,0.9115160834472664,-0.0618732703853708,14.40770979401828,10.270916421151572,-8.019257829157597,67.88837455401955,0.5276496460074466,Inaceptable,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.8, 'max_depth': None}",no2_alpha_a_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,A,LightGBM,15528,7829,8,0.6914765517048083,-0.2244502103102865,15.471384262576064,11.13890889431941,-9.545244440476688,72.90035298483016,0.5122237695624097,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_a_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,A,DNN,15528,7829,8,0.6978584824626868,-0.0995269364474085,14.66093081738834,10.405582338579924,-8.261534318608454,69.08153876438114,0.5309219078373828,Inaceptable,,"{'lr': 0.005, 'hidden_dim_2': 32, 'hidden_dim_1': 128, 'epochs': 300, 'dropout': 0.3, 'batch_size': 128}",no2_alpha_a_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,B,RF,15528,7829,9,0.8556011862850702,-0.253331714952117,15.652785088777671,11.186736913928788,-9.821609125852476,73.75510418468403,0.5040035648512996,Inaceptable,,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8, 'max_depth': 10}",no2_alpha_b_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,LightGBM,15528,7829,9,0.7067870142754209,-0.2296388506970215,15.50412981070794,11.12471561273962,-9.75966464924418,73.05464829396226,0.5371370392503737,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_b_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,DNN,15528,7829,9,0.6819432605058791,-0.2263076430763324,15.483114492966276,10.972438564244504,-9.578749658455717,72.95562521655337,0.5514515595696753,Inaceptable,,"{'lr': 0.001, 'hidden_dim_2': 32, 'hidden_dim_1': 32, 'epochs': 300, 'dropout': 0.3, 'batch_size': 32}",no2_alpha_b_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,C,RF,15528,7829,8,0.8538716807651654,-0.424571623114244,16.687864021512944,11.968607656657586,-11.027737649304258,78.63234194718262,0.4570638594289016,Inaceptable,,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8, 'max_depth': 10}",no2_alpha_c_rf.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,LightGBM,15528,7829,8,0.6982804262172706,-0.4503654772883574,16.838264786931294,12.164228870502969,-11.005712178769208,79.34102248294491,0.4330847989164457,Inaceptable,,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'num_leaves': 31, 'n_estimators': 1000, 'min_child_samples': 5, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_c_lightgbm.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,DNN,15528,7829,8,0.6841414274199626,-0.1873924285772579,15.235466108320557,10.784649441729169,-9.235132545949186,71.78871898822923,0.5513959896474583,Inaceptable,,"{'lr': 0.005, 'hidden_dim_2': 16, 'hidden_dim_1': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 128}",no2_alpha_c_dnn.pt,tabla_maestra_no2alpha.csv
NO2_alpha,A,XGBoost,15528,7829,8,0.7201136376851947,-0.2141022344817496,15.405870288733244,11.092522506566016,-9.587923602349672,72.59165456861066,0.5199908555968695,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",no2_alpha_a_xgboost.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,B,XGBoost,15528,7829,9,0.7029745038319981,-0.2223914069755099,15.458371917194254,11.06176104057732,-9.723332079496249,72.83903949436319,0.5437669490988857,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.0, 'reg_alpha': 0.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_b_xgboost.joblib,tabla_maestra_no2alpha.csv
NO2_alpha,C,XGBoost,15528,7829,8,0.7076583750869264,-0.4790467836550243,17.003939983715995,12.253670449560822,-11.371151378179423,80.12167533995208,0.4706072258312082,Inaceptable,,"{'subsample': 0.6, 'reg_lambda': 0.1, 'reg_alpha': 0.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}",no2_alpha_c_xgboost.joblib,tabla_maestra_no2alpha.csv
PM2.5,A,LSTM,15114,3701,10,0.7656977676639549,0.4391047060391568,4.280302014603243,3.206504317435158,1.41260161272318,44.46067836945576,0.7081082553952653,Marginal,1.743770351656569,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_a_lstm_v6.pt,tabla_maestra_lstm_v6.csv
PM2.5,B,LSTM,15114,3701,11,0.6692943833854335,0.3833564571856985,4.487976865153687,3.335978797548531,1.7648887139186848,46.61785435943178,0.7143459497088741,Inaceptable,1.7458800310782976,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_b_lstm_v6.pt,tabla_maestra_lstm_v6.csv
PM2.5,C,LSTM,15114,3703,8,0.765686894031052,0.4543415577408785,4.221764025765658,3.146963674545788,1.5578838863107751,43.85262812318269,0.7319164557584207,Marginal,1.68526713215114,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",pm2.5_c_lstm_v6.pt,tabla_maestra_lstm_v6.csv
CO,A,LSTM,13391,7094,12,0.8840757423687917,0.5735263614515911,49.38552983886383,35.05070374221597,-16.055283739663935,26.88131070155841,0.7959991148389898,Marginal,1.541473595269801,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",co_a_lstm_v6.pt,tabla_maestra_lstm_v6.csv
CO,B,LSTM,13391,7094,13,0.6007962479464122,0.2603524835852179,65.03782714519615,44.6643436027224,-36.0416982188636,35.40109915897764,0.7497349056569197,Inaceptable,2.3076263366996503,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.1, 'batch_size': 64}",co_b_lstm_v6.pt,tabla_maestra_lstm_v6.csv
CO,C,LSTM,15390,7836,8,0.4131478702831085,-0.1425145331707393,76.4197966785561,49.47083486835933,-34.25411132806722,42.71514953077498,0.305509758282071,Inaceptable,,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",co_c_lstm_v6.pt,tabla_maestra_lstm_v6.csv
NO2,A,LSTM,13668,7255,12,0.6417728400205909,-0.1409217057707057,15.776925599236186,11.898469003526516,-11.035220921009932,69.18536922052894,0.6565271768700506,Inaceptable,,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",no2_a_lstm_v6.pt,tabla_maestra_lstm_v6.csv
