mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lstm_units,param_lr,param_fc_dim,param_epochs,param_dropout,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.968150520324707,2.537625763520753,0.007444000244140625,0.0020065341646198238,32,0.001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-4.912267224583424,-3.3279532210096616,-2.9987619167617914,-2.2952667143665946,-2.8567807357983637,-3.278205962503967,0.8825518409579153,15
13.601720571517944,8.551385999005513,0.007119512557983399,0.0016708294999467014,32,0.0001,16,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-4.11645505086978,-4.292013891039908,-2.991120571471709,-2.2133317326954263,-3.079140010390462,-3.3384122512934575,0.7704993788971888,18
10.603731489181518,2.1570170282789,0.01718597412109375,0.004959929639551944,128,0.0001,16,200,0.3,32,"{'lstm_units': 128, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-4.187141688325592,-4.225708501597046,-2.9398328475017776,-2.2552242082356617,-3.1467325753665576,-3.3509279642053267,0.758387243254128,19
10.691865634918212,5.0257069329574575,0.007138824462890625,0.0017053085002351278,32,0.0001,32,100,0.1,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 32}",-4.558364812119768,-3.5143826895132135,-3.098119249231547,-2.2041626531869687,-3.2291254741189084,-3.320830975634082,0.7581438935762428,17
7.1291131496429445,2.3068536448141934,0.008431339263916015,0.0025443515520369425,32,0.0001,64,100,0.1,64,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-4.26685412799748,-3.6700489410456334,-2.951555197840116,-2.191853609770166,-2.897472965931603,-3.195556968517,0.7111443742244635,10
11.26929063796997,2.297632004059833,0.007274436950683594,0.0015816969605950996,32,0.0001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-3.9297274980776717,-3.7692574398659446,-2.873083175899785,-2.212882256991539,-2.9223456649463895,-3.1414592071562657,0.6321058630285776,8
4.402808809280396,1.226641973146035,0.007142066955566406,0.0017287321109509127,32,0.0005,16,100,0.2,64,"{'lstm_units': 32, 'lr': 0.0005, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.2, 'batch_size': 64}",-3.783167235033892,-4.088061318218537,-2.9819944087105963,-2.195072984053391,-3.173946945979199,-3.2444485783991235,0.6598396858572867,13
4.092468643188477,1.3968259169879145,0.008654165267944335,0.002173052289868308,64,0.001,16,200,0.1,64,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.1, 'batch_size': 64}",-4.160742107257081,-3.091693344653326,-2.870992403410814,-2.1670211038334184,-2.745995910562827,-3.0072889739434934,0.6527601614980806,5
4.259182500839233,1.5796621240624273,0.017107200622558594,0.004930100193112151,128,0.0005,64,200,0.2,64,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 64, 'epochs': 200, 'dropout': 0.2, 'batch_size': 64}",-3.978427938924363,-2.6987953259911666,-2.7416299052229447,-2.3264768356195105,-2.8058179047727188,-2.910229582106141,0.559615420196303,2
11.565722179412841,4.917035749731218,0.007551050186157227,0.0014213329430124379,32,0.0001,32,200,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-4.584817285070927,-3.3666904475404715,-2.94544290415015,-2.2184831771282196,-3.405188863320983,-3.3041245354421505,0.7696196569976651,16
4.150448942184449,1.7973954008409778,0.017783403396606445,0.004248682162376318,128,0.001,32,100,0.1,64,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-5.348313512948852,-2.757780163443631,-2.815608770491855,-2.3008223561243137,-2.6521015111690738,-3.174925262835545,1.1012842891983046,9
5.8679369449615475,2.277429397400694,0.017084789276123048,0.0049189017497681875,128,0.0001,16,100,0.1,64,"{'lstm_units': 128, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-4.7161416907948635,-3.14270505765916,-2.9421349822677114,-2.267155873188625,-3.0092028808447013,-3.2154680969510125,0.8091808326749008,12
7.0222804069519045,3.6609748629365977,0.009378719329833984,0.003081393297869912,64,0.0001,32,100,0.2,64,"{'lstm_units': 64, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.2, 'batch_size': 64}",-4.555998239255408,-3.8708642763829655,-2.8901934655648507,-2.1362436886924945,-2.8273673714951344,-3.2561334082781705,0.8531644576537049,14
6.858301067352295,2.3236195330515974,0.009214258193969727,0.002471026001648412,64,0.001,32,100,0.3,32,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-3.724337855977367,-2.8640857304763125,-2.8111390867742916,-2.2517535316830726,-2.8926346521818798,-2.908790171418585,0.4708737397473126,1
