mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lstm_units,param_lr,param_fc_dim,param_epochs,param_dropout,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.316500616073609,3.0693550520368724,0.006770944595336914,0.0016963463010529474,32,0.001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-69.07459284601222,-32.366800286073584,-14.95561689212496,-16.984025310364107,-28.251550543833503,-32.32651717568167,19.51495977218813,1
12.727017545700074,6.073636756701762,0.007054376602172852,0.0017608272434039163,32,0.0001,16,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-67.14637253631483,-34.553329427454074,-22.993735929200948,-19.304735937498435,-21.891968501158377,-33.17802846632533,17.772467815136693,5
15.279801368713379,9.16325765120919,0.015317058563232422,0.004039419556727405,128,0.0001,16,200,0.3,32,"{'lstm_units': 128, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-67.43374900086184,-34.300857330729094,-18.37736353041067,-15.101528352429192,-29.28778113000039,-32.900255868886234,18.62945468429094,2
12.03540391921997,4.959138370920644,0.006807470321655273,0.001661275343094386,32,0.0001,32,100,0.1,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 32}",-69.153830263734,-37.22425483082727,-21.508485330694405,-21.192770019952174,-22.182831128047024,-34.252434314650976,18.46931262745332,11
7.231439542770386,3.362986274731732,0.006695842742919922,0.0016300334420454954,32,0.0001,64,100,0.1,64,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-70.46865276399048,-37.03508814273495,-18.975381167728905,-19.97416151426668,-23.363734774830945,-33.963403672710385,19.36368328713253,8
11.650737714767455,6.277364157374073,0.006672000885009766,0.0016094819706243592,32,0.0001,64,100,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-69.22034391937483,-41.2983960732793,-19.595192720596497,-17.506735213372863,-25.067239229879725,-34.53758143130064,19.24377672454062,13
7.13211579322815,3.6724794165765755,0.006709241867065429,0.0016478540527716287,32,0.0005,16,100,0.2,64,"{'lstm_units': 32, 'lr': 0.0005, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.2, 'batch_size': 64}",-68.04956944459865,-42.85147725887738,-17.4343331694353,-21.940375018137644,-24.105952050342047,-34.8763413882782,18.71699770239599,17
6.369957447052002,3.8519722254289115,0.008652114868164062,0.0019725539412394004,64,0.001,16,200,0.1,64,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.1, 'batch_size': 64}",-67.67179945937377,-38.64877837583975,-18.550984190797994,-13.938611626615566,-26.199648733750635,-33.00196447727554,19.247845165183946,3
5.205771541595459,2.902728281207663,0.014825391769409179,0.003867229289746814,128,0.0005,64,200,0.2,64,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 64, 'epochs': 200, 'dropout': 0.2, 'batch_size': 64}",-67.53844372447654,-34.0487573587663,-18.843897956067636,-18.27205586269217,-35.212513573490384,-34.783133695098606,17.890270752205986,15
14.346341991424561,7.525709446415081,0.006672573089599609,0.0016615579958180967,32,0.0001,32,200,0.3,32,"{'lstm_units': 32, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 200, 'dropout': 0.3, 'batch_size': 32}",-69.09539264104018,-40.639121238137854,-25.158885778562947,-19.024820290551755,-22.230097436056397,-35.229663476869824,18.48867798672055,18
4.569438219070435,2.031242140891031,0.01485896110534668,0.0039227498391173725,128,0.001,32,100,0.1,64,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-67.7572039744102,-36.7758810094773,-22.103121485848067,-15.684732386593316,-36.31058265878097,-35.72630430302197,17.970404787704723,20
7.303621768951416,3.3814021916531156,0.014818286895751953,0.0038416051306814692,128,0.0001,16,100,0.1,64,"{'lstm_units': 128, 'lr': 0.0001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-67.83253015163156,-35.53411542425436,-23.639365295758523,-17.79662909339821,-28.16760254413753,-34.59404850183604,17.601920229214304,14
7.586809968948364,3.470310773340507,0.008443737030029297,0.0018079566720641516,64,0.0001,32,100,0.2,64,"{'lstm_units': 64, 'lr': 0.0001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.2, 'batch_size': 64}",-68.1677963867636,-39.267255616037474,-17.488988834823452,-18.527880840769683,-26.706503839207937,-34.031685103520424,18.76364740206223,9
7.7469642162323,4.91513512302805,0.007884693145751954,0.0019436898885796027,64,0.001,32,100,0.3,32,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 32, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-69.32650268758105,-34.05946179804387,-18.127588207534377,-14.138642268203531,-33.56245596735032,-33.842930185742624,19.465047675507215,7
3.656682777404785,1.7167876718583857,0.00673370361328125,0.0016118729130538577,32,0.001,64,100,0.1,64,"{'lstm_units': 32, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.1, 'batch_size': 64}",-68.99397747829816,-32.44695939879027,-17.171375837342165,-17.937510568787307,-28.58976675713985,-33.02791800807155,18.935376730043934,4
6.254010581970215,3.1257212660302938,0.01490321159362793,0.004000030231556036,128,0.0005,16,200,0.3,64,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 16, 'epochs': 200, 'dropout': 0.3, 'batch_size': 64}",-67.5198824837602,-35.21146092469483,-15.96333905359565,-16.671199668498126,-35.759581165243695,-34.225092659158506,18.726993408835327,10
5.5428551197052,3.1591822034014982,0.014821720123291016,0.003893413792880448,128,0.001,64,100,0.3,64,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.3, 'batch_size': 64}",-67.82733677163299,-40.21699621044884,-17.928739625755778,-14.538097501486083,-33.56162777410236,-34.81455957668521,19.062347428945962,16
8.920976686477662,4.722419914409449,0.014802217483520508,0.0038213341942796774,128,0.001,16,100,0.3,32,"{'lstm_units': 128, 'lr': 0.001, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.3, 'batch_size': 32}",-67.97032553409065,-38.676213105948385,-17.370870881653673,-14.510283236766728,-33.072623154536814,-34.32006318259925,19.14458046685405,12
7.710734081268311,3.065365866451049,0.008581876754760742,0.0024401193352498645,64,0.001,64,100,0.1,32,"{'lstm_units': 64, 'lr': 0.001, 'fc_dim': 64, 'epochs': 100, 'dropout': 0.1, 'batch_size': 32}",-69.23462805203162,-36.07380327009707,-16.678815880437337,-18.839620442292915,-36.59581766800254,-35.4845370625723,18.822110506106227,19
9.48794059753418,5.045228799011709,0.01569066047668457,0.0046774362706684825,128,0.0005,16,100,0.1,32,"{'lstm_units': 128, 'lr': 0.0005, 'fc_dim': 16, 'epochs': 100, 'dropout': 0.1, 'batch_size': 32}",-65.8667547790444,-37.095219331127936,-18.00282713039151,-14.5644706273735,-32.56801205931636,-33.619456785450744,18.221121307106586,6
